"steps","date","interval","weekday","type"
37,2012-11-03,1935,"Saturday","weekend"
90,2012-11-03,1940,"Saturday","weekend"
90,2012-11-03,1945,"Saturday","weekend"
0,2012-11-03,1950,"Saturday","weekend"
0,2012-11-03,1955,"Saturday","weekend"
0,2012-11-03,2000,"Saturday","weekend"
0,2012-11-03,2005,"Saturday","weekend"
0,2012-11-03,2010,"Saturday","weekend"
0,2012-11-03,2015,"Saturday","weekend"
0,2012-11-03,2020,"Saturday","weekend"
0,2012-11-03,2025,"Saturday","weekend"
0,2012-11-03,2030,"Saturday","weekend"
0,2012-11-03,2035,"Saturday","weekend"
0,2012-11-03,2040,"Saturday","weekend"
0,2012-11-03,2045,"Saturday","weekend"
74,2012-11-03,2050,"Saturday","weekend"
18,2012-11-03,2055,"Saturday","weekend"
72,2012-11-03,2100,"Saturday","weekend"
0,2012-11-03,2105,"Saturday","weekend"
0,2012-11-03,2110,"Saturday","weekend"
0,2012-11-03,2115,"Saturday","weekend"
0,2012-11-03,2120,"Saturday","weekend"
0,2012-11-03,2125,"Saturday","weekend"
0,2012-11-03,2130,"Saturday","weekend"
0,2012-11-03,2135,"Saturday","weekend"
0,2012-11-03,2140,"Saturday","weekend"
0,2012-11-03,2145,"Saturday","weekend"
0,2012-11-03,2150,"Saturday","weekend"
0,2012-11-03,2155,"Saturday","weekend"
0,2012-11-03,2200,"Saturday","weekend"
0,2012-11-03,2205,"Saturday","weekend"
0,2012-11-03,2210,"Saturday","weekend"
0,2012-11-03,2215,"Saturday","weekend"
0,2012-11-03,2220,"Saturday","weekend"
0,2012-11-03,2225,"Saturday","weekend"
0,2012-11-03,2230,"Saturday","weekend"
0,2012-11-03,2235,"Saturday","weekend"
0,2012-11-03,2240,"Saturday","weekend"
0,2012-11-03,2245,"Saturday","weekend"
0,2012-11-03,2250,"Saturday","weekend"
0,2012-11-03,2255,"Saturday","weekend"
0,2012-11-03,2300,"Saturday","weekend"
0,2012-11-03,2305,"Saturday","weekend"
0,2012-11-03,2310,"Saturday","weekend"
0,2012-11-03,2315,"Saturday","weekend"
0,2012-11-03,2320,"Saturday","weekend"
0,2012-11-03,2325,"Saturday","weekend"
0,2012-11-03,2330,"Saturday","weekend"
0,2012-11-03,2335,"Saturday","weekend"
0,2012-11-03,2340,"Saturday","weekend"
0,2012-11-03,2345,"Saturday","weekend"
0,2012-11-03,2350,"Saturday","weekend"
0,2012-11-03,2355,"Saturday","weekend"
1,2012-11-04,0,"Sunday","weekend"
0,2012-11-04,5,"Sunday","weekend"
0,2012-11-04,10,"Sunday","weekend"
0,2012-11-04,15,"Sunday","weekend"
0,2012-11-04,20,"Sunday","weekend"
2,2012-11-04,25,"Sunday","weekend"
0,2012-11-04,30,"Sunday","weekend"
0,2012-11-04,35,"Sunday","weekend"
0,2012-11-04,40,"Sunday","weekend"
1,2012-11-04,45,"Sunday","weekend"
0,2012-11-04,50,"Sunday","weekend"
0,2012-11-04,55,"Sunday","weekend"
0,2012-11-04,100,"Sunday","weekend"
0,2012-11-04,105,"Sunday","weekend"
0,2012-11-04,110,"Sunday","weekend"
0,2012-11-04,115,"Sunday","weekend"
0,2012-11-04,120,"Sunday","weekend"
1,2012-11-04,125,"Sunday","weekend"
1,2012-11-04,130,"Sunday","weekend"
0,2012-11-04,135,"Sunday","weekend"
0,2012-11-04,140,"Sunday","weekend"
0,2012-11-04,145,"Sunday","weekend"
0,2012-11-04,150,"Sunday","weekend"
0,2012-11-04,155,"Sunday","weekend"
0,2012-11-04,200,"Sunday","weekend"
0,2012-11-04,205,"Sunday","weekend"
1,2012-11-04,210,"Sunday","weekend"
0,2012-11-04,215,"Sunday","weekend"
0,2012-11-04,220,"Sunday","weekend"
0,2012-11-04,225,"Sunday","weekend"
0,2012-11-04,230,"Sunday","weekend"
0,2012-11-04,235,"Sunday","weekend"
0,2012-11-04,240,"Sunday","weekend"
0,2012-11-04,245,"Sunday","weekend"
1,2012-11-04,250,"Sunday","weekend"
0,2012-11-04,255,"Sunday","weekend"
0,2012-11-04,300,"Sunday","weekend"
0,2012-11-04,305,"Sunday","weekend"
0,2012-11-04,310,"Sunday","weekend"
0,2012-11-04,315,"Sunday","weekend"
0,2012-11-04,320,"Sunday","weekend"
0,2012-11-04,325,"Sunday","weekend"
1,2012-11-04,330,"Sunday","weekend"
0,2012-11-04,335,"Sunday","weekend"
0,2012-11-04,340,"Sunday","weekend"
0,2012-11-04,345,"Sunday","weekend"
0,2012-11-04,350,"Sunday","weekend"
0,2012-11-04,355,"Sunday","weekend"
1,2012-11-04,400,"Sunday","weekend"
0,2012-11-04,405,"Sunday","weekend"
2,2012-11-04,410,"Sunday","weekend"
0,2012-11-04,415,"Sunday","weekend"
0,2012-11-04,420,"Sunday","weekend"
0,2012-11-04,425,"Sunday","weekend"
4,2012-11-04,430,"Sunday","weekend"
0,2012-11-04,435,"Sunday","weekend"
3,2012-11-04,440,"Sunday","weekend"
0,2012-11-04,445,"Sunday","weekend"
3,2012-11-04,450,"Sunday","weekend"
1,2012-11-04,455,"Sunday","weekend"
0,2012-11-04,500,"Sunday","weekend"
1,2012-11-04,505,"Sunday","weekend"
3,2012-11-04,510,"Sunday","weekend"
2,2012-11-04,515,"Sunday","weekend"
3,2012-11-04,520,"Sunday","weekend"
2,2012-11-04,525,"Sunday","weekend"
2,2012-11-04,530,"Sunday","weekend"
6,2012-11-04,535,"Sunday","weekend"
16,2012-11-04,540,"Sunday","weekend"
18,2012-11-04,545,"Sunday","weekend"
39,2012-11-04,550,"Sunday","weekend"
44,2012-11-04,555,"Sunday","weekend"
31,2012-11-04,600,"Sunday","weekend"
49,2012-11-04,605,"Sunday","weekend"
53,2012-11-04,610,"Sunday","weekend"
63,2012-11-04,615,"Sunday","weekend"
49,2012-11-04,620,"Sunday","weekend"
47,2012-11-04,625,"Sunday","weekend"
52,2012-11-04,630,"Sunday","weekend"
39,2012-11-04,635,"Sunday","weekend"
44,2012-11-04,640,"Sunday","weekend"
44,2012-11-04,645,"Sunday","weekend"
37,2012-11-04,650,"Sunday","weekend"
49,2012-11-04,655,"Sunday","weekend"
43,2012-11-04,700,"Sunday","weekend"
44,2012-11-04,705,"Sunday","weekend"
50,2012-11-04,710,"Sunday","weekend"
54,2012-11-04,715,"Sunday","weekend"
49,2012-11-04,720,"Sunday","weekend"
50,2012-11-04,725,"Sunday","weekend"
55,2012-11-04,730,"Sunday","weekend"
44,2012-11-04,735,"Sunday","weekend"
52,2012-11-04,740,"Sunday","weekend"
69,2012-11-04,745,"Sunday","weekend"
57,2012-11-04,750,"Sunday","weekend"
56,2012-11-04,755,"Sunday","weekend"
73,2012-11-04,800,"Sunday","weekend"
68,2012-11-04,805,"Sunday","weekend"
129,2012-11-04,810,"Sunday","weekend"
157,2012-11-04,815,"Sunday","weekend"
171,2012-11-04,820,"Sunday","weekend"
155,2012-11-04,825,"Sunday","weekend"
177,2012-11-04,830,"Sunday","weekend"
206,2012-11-04,835,"Sunday","weekend"
195,2012-11-04,840,"Sunday","weekend"
179,2012-11-04,845,"Sunday","weekend"
183,2012-11-04,850,"Sunday","weekend"
167,2012-11-04,855,"Sunday","weekend"
143,2012-11-04,900,"Sunday","weekend"
124,2012-11-04,905,"Sunday","weekend"
109,2012-11-04,910,"Sunday","weekend"
108,2012-11-04,915,"Sunday","weekend"
103,2012-11-04,920,"Sunday","weekend"
95,2012-11-04,925,"Sunday","weekend"
66,2012-11-04,930,"Sunday","weekend"
45,2012-11-04,935,"Sunday","weekend"
24,2012-11-04,940,"Sunday","weekend"
38,2012-11-04,945,"Sunday","weekend"
34,2012-11-04,950,"Sunday","weekend"
21,2012-11-04,955,"Sunday","weekend"
40,2012-11-04,1000,"Sunday","weekend"
26,2012-11-04,1005,"Sunday","weekend"
42,2012-11-04,1010,"Sunday","weekend"
52,2012-11-04,1015,"Sunday","weekend"
38,2012-11-04,1020,"Sunday","weekend"
50,2012-11-04,1025,"Sunday","weekend"
44,2012-11-04,1030,"Sunday","weekend"
37,2012-11-04,1035,"Sunday","weekend"
34,2012-11-04,1040,"Sunday","weekend"
28,2012-11-04,1045,"Sunday","weekend"
25,2012-11-04,1050,"Sunday","weekend"
31,2012-11-04,1055,"Sunday","weekend"
31,2012-11-04,1100,"Sunday","weekend"
29,2012-11-04,1105,"Sunday","weekend"
21,2012-11-04,1110,"Sunday","weekend"
25,2012-11-04,1115,"Sunday","weekend"
28,2012-11-04,1120,"Sunday","weekend"
26,2012-11-04,1125,"Sunday","weekend"
33,2012-11-04,1130,"Sunday","weekend"
49,2012-11-04,1135,"Sunday","weekend"
42,2012-11-04,1140,"Sunday","weekend"
44,2012-11-04,1145,"Sunday","weekend"
46,2012-11-04,1150,"Sunday","weekend"
59,2012-11-04,1155,"Sunday","weekend"
63,2012-11-04,1200,"Sunday","weekend"
87,2012-11-04,1205,"Sunday","weekend"
94,2012-11-04,1210,"Sunday","weekend"
92,2012-11-04,1215,"Sunday","weekend"
63,2012-11-04,1220,"Sunday","weekend"
50,2012-11-04,1225,"Sunday","weekend"
54,2012-11-04,1230,"Sunday","weekend"
32,2012-11-04,1235,"Sunday","weekend"
26,2012-11-04,1240,"Sunday","weekend"
37,2012-11-04,1245,"Sunday","weekend"
45,2012-11-04,1250,"Sunday","weekend"
67,2012-11-04,1255,"Sunday","weekend"
42,2012-11-04,1300,"Sunday","weekend"
39,2012-11-04,1305,"Sunday","weekend"
43,2012-11-04,1310,"Sunday","weekend"
40,2012-11-04,1315,"Sunday","weekend"
46,2012-11-04,1320,"Sunday","weekend"
56,2012-11-04,1325,"Sunday","weekend"
42,2012-11-04,1330,"Sunday","weekend"
25,2012-11-04,1335,"Sunday","weekend"
39,2012-11-04,1340,"Sunday","weekend"
53,2012-11-04,1345,"Sunday","weekend"
47,2012-11-04,1350,"Sunday","weekend"
60,2012-11-04,1355,"Sunday","weekend"
55,2012-11-04,1400,"Sunday","weekend"
51,2012-11-04,1405,"Sunday","weekend"
43,2012-11-04,1410,"Sunday","weekend"
48,2012-11-04,1415,"Sunday","weekend"
35,2012-11-04,1420,"Sunday","weekend"
37,2012-11-04,1425,"Sunday","weekend"
41,2012-11-04,1430,"Sunday","weekend"
27,2012-11-04,1435,"Sunday","weekend"
17,2012-11-04,1440,"Sunday","weekend"
26,2012-11-04,1445,"Sunday","weekend"
43,2012-11-04,1450,"Sunday","weekend"
43,2012-11-04,1455,"Sunday","weekend"
30,2012-11-04,1500,"Sunday","weekend"
36,2012-11-04,1505,"Sunday","weekend"
35,2012-11-04,1510,"Sunday","weekend"
38,2012-11-04,1515,"Sunday","weekend"
45,2012-11-04,1520,"Sunday","weekend"
47,2012-11-04,1525,"Sunday","weekend"
48,2012-11-04,1530,"Sunday","weekend"
65,2012-11-04,1535,"Sunday","weekend"
82,2012-11-04,1540,"Sunday","weekend"
98,2012-11-04,1545,"Sunday","weekend"
102,2012-11-04,1550,"Sunday","weekend"
83,2012-11-04,1555,"Sunday","weekend"
62,2012-11-04,1600,"Sunday","weekend"
64,2012-11-04,1605,"Sunday","weekend"
74,2012-11-04,1610,"Sunday","weekend"
63,2012-11-04,1615,"Sunday","weekend"
56,2012-11-04,1620,"Sunday","weekend"
59,2012-11-04,1625,"Sunday","weekend"
43,2012-11-04,1630,"Sunday","weekend"
38,2012-11-04,1635,"Sunday","weekend"
44,2012-11-04,1640,"Sunday","weekend"
45,2012-11-04,1645,"Sunday","weekend"
46,2012-11-04,1650,"Sunday","weekend"
43,2012-11-04,1655,"Sunday","weekend"
46,2012-11-04,1700,"Sunday","weekend"
56,2012-11-04,1705,"Sunday","weekend"
50,2012-11-04,1710,"Sunday","weekend"
61,2012-11-04,1715,"Sunday","weekend"
72,2012-11-04,1720,"Sunday","weekend"
78,2012-11-04,1725,"Sunday","weekend"
68,2012-11-04,1730,"Sunday","weekend"
59,2012-11-04,1735,"Sunday","weekend"
75,2012-11-04,1740,"Sunday","weekend"
56,2012-11-04,1745,"Sunday","weekend"
34,2012-11-04,1750,"Sunday","weekend"
37,2012-11-04,1755,"Sunday","weekend"
40,2012-11-04,1800,"Sunday","weekend"
58,2012-11-04,1805,"Sunday","weekend"
74,2012-11-04,1810,"Sunday","weekend"
85,2012-11-04,1815,"Sunday","weekend"
59,2012-11-04,1820,"Sunday","weekend"
67,2012-11-04,1825,"Sunday","weekend"
77,2012-11-04,1830,"Sunday","weekend"
74,2012-11-04,1835,"Sunday","weekend"
85,2012-11-04,1840,"Sunday","weekend"
99,2012-11-04,1845,"Sunday","weekend"
86,2012-11-04,1850,"Sunday","weekend"
85,2012-11-04,1855,"Sunday","weekend"
84,2012-11-04,1900,"Sunday","weekend"
77,2012-11-04,1905,"Sunday","weekend"
58,2012-11-04,1910,"Sunday","weekend"
53,2012-11-04,1915,"Sunday","weekend"
36,2012-11-04,1920,"Sunday","weekend"
20,2012-11-04,1925,"Sunday","weekend"
27,2012-11-04,1930,"Sunday","weekend"
40,2012-11-04,1935,"Sunday","weekend"
30,2012-11-04,1940,"Sunday","weekend"
25,2012-11-04,1945,"Sunday","weekend"
45,2012-11-04,1950,"Sunday","weekend"
33,2012-11-04,1955,"Sunday","weekend"
19,2012-11-04,2000,"Sunday","weekend"
19,2012-11-04,2005,"Sunday","weekend"
19,2012-11-04,2010,"Sunday","weekend"
33,2012-11-04,2015,"Sunday","weekend"
26,2012-11-04,2020,"Sunday","weekend"
21,2012-11-04,2025,"Sunday","weekend"
27,2012-11-04,2030,"Sunday","weekend"
21,2012-11-04,2035,"Sunday","weekend"
19,2012-11-04,2040,"Sunday","weekend"
21,2012-11-04,2045,"Sunday","weekend"
32,2012-11-04,2050,"Sunday","weekend"
20,2012-11-04,2055,"Sunday","weekend"
15,2012-11-04,2100,"Sunday","weekend"
17,2012-11-04,2105,"Sunday","weekend"
23,2012-11-04,2110,"Sunday","weekend"
19,2012-11-04,2115,"Sunday","weekend"
12,2012-11-04,2120,"Sunday","weekend"
8,2012-11-04,2125,"Sunday","weekend"
14,2012-11-04,2130,"Sunday","weekend"
16,2012-11-04,2135,"Sunday","weekend"
8,2012-11-04,2140,"Sunday","weekend"
7,2012-11-04,2145,"Sunday","weekend"
8,2012-11-04,2150,"Sunday","weekend"
2,2012-11-04,2155,"Sunday","weekend"
1,2012-11-04,2200,"Sunday","weekend"
3,2012-11-04,2205,"Sunday","weekend"
4,2012-11-04,2210,"Sunday","weekend"
8,2012-11-04,2215,"Sunday","weekend"
7,2012-11-04,2220,"Sunday","weekend"
8,2012-11-04,2225,"Sunday","weekend"
9,2012-11-04,2230,"Sunday","weekend"
2,2012-11-04,2235,"Sunday","weekend"
0,2012-11-04,2240,"Sunday","weekend"
0,2012-11-04,2245,"Sunday","weekend"
1,2012-11-04,2250,"Sunday","weekend"
4,2012-11-04,2255,"Sunday","weekend"
3,2012-11-04,2300,"Sunday","weekend"
2,2012-11-04,2305,"Sunday","weekend"
0,2012-11-04,2310,"Sunday","weekend"
0,2012-11-04,2315,"Sunday","weekend"
0,2012-11-04,2320,"Sunday","weekend"
1,2012-11-04,2325,"Sunday","weekend"
2,2012-11-04,2330,"Sunday","weekend"
4,2012-11-04,2335,"Sunday","weekend"
3,2012-11-04,2340,"Sunday","weekend"
0,2012-11-04,2345,"Sunday","weekend"
0,2012-11-04,2350,"Sunday","weekend"
1,2012-11-04,2355,"Sunday","weekend"
0,2012-11-05,0,"Monday","weekday"
0,2012-11-05,5,"Monday","weekday"
0,2012-11-05,10,"Monday","weekday"
0,2012-11-05,15,"Monday","weekday"
0,2012-11-05,20,"Monday","weekday"
0,2012-11-05,25,"Monday","weekday"
0,2012-11-05,30,"Monday","weekday"
0,2012-11-05,35,"Monday","weekday"
0,2012-11-05,40,"Monday","weekday"
0,2012-11-05,45,"Monday","weekday"
0,2012-11-05,50,"Monday","weekday"
0,2012-11-05,55,"Monday","weekday"
0,2012-11-05,100,"Monday","weekday"
0,2012-11-05,105,"Monday","weekday"
0,2012-11-05,110,"Monday","weekday"
0,2012-11-05,115,"Monday","weekday"
0,2012-11-05,120,"Monday","weekday"
0,2012-11-05,125,"Monday","weekday"
0,2012-11-05,130,"Monday","weekday"
0,2012-11-05,135,"Monday","weekday"
0,2012-11-05,140,"Monday","weekday"
0,2012-11-05,145,"Monday","weekday"
0,2012-11-05,150,"Monday","weekday"
0,2012-11-05,155,"Monday","weekday"
0,2012-11-05,200,"Monday","weekday"
0,2012-11-05,205,"Monday","weekday"
0,2012-11-05,210,"Monday","weekday"
0,2012-11-05,215,"Monday","weekday"
0,2012-11-05,220,"Monday","weekday"
0,2012-11-05,225,"Monday","weekday"
0,2012-11-05,230,"Monday","weekday"
0,2012-11-05,235,"Monday","weekday"
0,2012-11-05,240,"Monday","weekday"
0,2012-11-05,245,"Monday","weekday"
0,2012-11-05,250,"Monday","weekday"
0,2012-11-05,255,"Monday","weekday"
0,2012-11-05,300,"Monday","weekday"
0,2012-11-05,305,"Monday","weekday"
0,2012-11-05,310,"Monday","weekday"
0,2012-11-05,315,"Monday","weekday"
0,2012-11-05,320,"Monday","weekday"
0,2012-11-05,325,"Monday","weekday"
0,2012-11-05,330,"Monday","weekday"
0,2012-11-05,335,"Monday","weekday"
0,2012-11-05,340,"Monday","weekday"
0,2012-11-05,345,"Monday","weekday"
0,2012-11-05,350,"Monday","weekday"
0,2012-11-05,355,"Monday","weekday"
0,2012-11-05,400,"Monday","weekday"
0,2012-11-05,405,"Monday","weekday"
0,2012-11-05,410,"Monday","weekday"
0,2012-11-05,415,"Monday","weekday"
0,2012-11-05,420,"Monday","weekday"
0,2012-11-05,425,"Monday","weekday"
0,2012-11-05,430,"Monday","weekday"
0,2012-11-05,435,"Monday","weekday"
0,2012-11-05,440,"Monday","weekday"
0,2012-11-05,445,"Monday","weekday"
0,2012-11-05,450,"Monday","weekday"
0,2012-11-05,455,"Monday","weekday"
0,2012-11-05,500,"Monday","weekday"
0,2012-11-05,505,"Monday","weekday"
0,2012-11-05,510,"Monday","weekday"
0,2012-11-05,515,"Monday","weekday"
0,2012-11-05,520,"Monday","weekday"
0,2012-11-05,525,"Monday","weekday"
0,2012-11-05,530,"Monday","weekday"
0,2012-11-05,535,"Monday","weekday"
0,2012-11-05,540,"Monday","weekday"
0,2012-11-05,545,"Monday","weekday"
0,2012-11-05,550,"Monday","weekday"
0,2012-11-05,555,"Monday","weekday"
0,2012-11-05,600,"Monday","weekday"
0,2012-11-05,605,"Monday","weekday"
0,2012-11-05,610,"Monday","weekday"
0,2012-11-05,615,"Monday","weekday"
0,2012-11-05,620,"Monday","weekday"
0,2012-11-05,625,"Monday","weekday"
0,2012-11-05,630,"Monday","weekday"
0,2012-11-05,635,"Monday","weekday"
0,2012-11-05,640,"Monday","weekday"
0,2012-11-05,645,"Monday","weekday"
0,2012-11-05,650,"Monday","weekday"
0,2012-11-05,655,"Monday","weekday"
0,2012-11-05,700,"Monday","weekday"
0,2012-11-05,705,"Monday","weekday"
0,2012-11-05,710,"Monday","weekday"
111,2012-11-05,715,"Monday","weekday"
44,2012-11-05,720,"Monday","weekday"
7,2012-11-05,725,"Monday","weekday"
0,2012-11-05,730,"Monday","weekday"
0,2012-11-05,735,"Monday","weekday"
7,2012-11-05,740,"Monday","weekday"
25,2012-11-05,745,"Monday","weekday"
37,2012-11-05,750,"Monday","weekday"
24,2012-11-05,755,"Monday","weekday"
0,2012-11-05,800,"Monday","weekday"
36,2012-11-05,805,"Monday","weekday"
19,2012-11-05,810,"Monday","weekday"
7,2012-11-05,815,"Monday","weekday"
183,2012-11-05,820,"Monday","weekday"
42,2012-11-05,825,"Monday","weekday"
114,2012-11-05,830,"Monday","weekday"
131,2012-11-05,835,"Monday","weekday"
51,2012-11-05,840,"Monday","weekday"
82,2012-11-05,845,"Monday","weekday"
127,2012-11-05,850,"Monday","weekday"
80,2012-11-05,855,"Monday","weekday"
363,2012-11-05,900,"Monday","weekday"
625,2012-11-05,905,"Monday","weekday"
682,2012-11-05,910,"Monday","weekday"
706,2012-11-05,915,"Monday","weekday"
602,2012-11-05,920,"Monday","weekday"
785,2012-11-05,925,"Monday","weekday"
754,2012-11-05,930,"Monday","weekday"
638,2012-11-05,935,"Monday","weekday"
112,2012-11-05,940,"Monday","weekday"
606,2012-11-05,945,"Monday","weekday"
508,2012-11-05,950,"Monday","weekday"
101,2012-11-05,955,"Monday","weekday"
0,2012-11-05,1000,"Monday","weekday"
0,2012-11-05,1005,"Monday","weekday"
0,2012-11-05,1010,"Monday","weekday"
0,2012-11-05,1015,"Monday","weekday"
168,2012-11-05,1020,"Monday","weekday"
0,2012-11-05,1025,"Monday","weekday"
0,2012-11-05,1030,"Monday","weekday"
0,2012-11-05,1035,"Monday","weekday"
0,2012-11-05,1040,"Monday","weekday"
0,2012-11-05,1045,"Monday","weekday"
0,2012-11-05,1050,"Monday","weekday"
0,2012-11-05,1055,"Monday","weekday"
0,2012-11-05,1100,"Monday","weekday"
0,2012-11-05,1105,"Monday","weekday"
0,2012-11-05,1110,"Monday","weekday"
0,2012-11-05,1115,"Monday","weekday"
0,2012-11-05,1120,"Monday","weekday"
0,2012-11-05,1125,"Monday","weekday"
0,2012-11-05,1130,"Monday","weekday"
0,2012-11-05,1135,"Monday","weekday"
0,2012-11-05,1140,"Monday","weekday"
0,2012-11-05,1145,"Monday","weekday"
0,2012-11-05,1150,"Monday","weekday"
0,2012-11-05,1155,"Monday","weekday"
0,2012-11-05,1200,"Monday","weekday"
145,2012-11-05,1205,"Monday","weekday"
64,2012-11-05,1210,"Monday","weekday"
51,2012-11-05,1215,"Monday","weekday"
38,2012-11-05,1220,"Monday","weekday"
14,2012-11-05,1225,"Monday","weekday"
69,2012-11-05,1230,"Monday","weekday"
0,2012-11-05,1235,"Monday","weekday"
0,2012-11-05,1240,"Monday","weekday"
50,2012-11-05,1245,"Monday","weekday"
12,2012-11-05,1250,"Monday","weekday"
0,2012-11-05,1255,"Monday","weekday"
0,2012-11-05,1300,"Monday","weekday"
0,2012-11-05,1305,"Monday","weekday"
0,2012-11-05,1310,"Monday","weekday"
0,2012-11-05,1315,"Monday","weekday"
0,2012-11-05,1320,"Monday","weekday"
0,2012-11-05,1325,"Monday","weekday"
0,2012-11-05,1330,"Monday","weekday"
0,2012-11-05,1335,"Monday","weekday"
0,2012-11-05,1340,"Monday","weekday"
0,2012-11-05,1345,"Monday","weekday"
0,2012-11-05,1350,"Monday","weekday"
0,2012-11-05,1355,"Monday","weekday"
0,2012-11-05,1400,"Monday","weekday"
0,2012-11-05,1405,"Monday","weekday"
0,2012-11-05,1410,"Monday","weekday"
0,2012-11-05,1415,"Monday","weekday"
0,2012-11-05,1420,"Monday","weekday"
0,2012-11-05,1425,"Monday","weekday"
0,2012-11-05,1430,"Monday","weekday"
0,2012-11-05,1435,"Monday","weekday"
0,2012-11-05,1440,"Monday","weekday"
0,2012-11-05,1445,"Monday","weekday"
0,2012-11-05,1450,"Monday","weekday"
0,2012-11-05,1455,"Monday","weekday"
0,2012-11-05,1500,"Monday","weekday"
0,2012-11-05,1505,"Monday","weekday"
0,2012-11-05,1510,"Monday","weekday"
0,2012-11-05,1515,"Monday","weekday"
0,2012-11-05,1520,"Monday","weekday"
0,2012-11-05,1525,"Monday","weekday"
0,2012-11-05,1530,"Monday","weekday"
0,2012-11-05,1535,"Monday","weekday"
0,2012-11-05,1540,"Monday","weekday"
0,2012-11-05,1545,"Monday","weekday"
0,2012-11-05,1550,"Monday","weekday"
0,2012-11-05,1555,"Monday","weekday"
27,2012-11-05,1600,"Monday","weekday"
27,2012-11-05,1605,"Monday","weekday"
0,2012-11-05,1610,"Monday","weekday"
0,2012-11-05,1615,"Monday","weekday"
0,2012-11-05,1620,"Monday","weekday"
22,2012-11-05,1625,"Monday","weekday"
0,2012-11-05,1630,"Monday","weekday"
0,2012-11-05,1635,"Monday","weekday"
0,2012-11-05,1640,"Monday","weekday"
16,2012-11-05,1645,"Monday","weekday"
19,2012-11-05,1650,"Monday","weekday"
0,2012-11-05,1655,"Monday","weekday"
30,2012-11-05,1700,"Monday","weekday"
57,2012-11-05,1705,"Monday","weekday"
76,2012-11-05,1710,"Monday","weekday"
204,2012-11-05,1715,"Monday","weekday"
128,2012-11-05,1720,"Monday","weekday"
109,2012-11-05,1725,"Monday","weekday"
170,2012-11-05,1730,"Monday","weekday"
84,2012-11-05,1735,"Monday","weekday"
12,2012-11-05,1740,"Monday","weekday"
10,2012-11-05,1745,"Monday","weekday"
85,2012-11-05,1750,"Monday","weekday"
0,2012-11-05,1755,"Monday","weekday"
0,2012-11-05,1800,"Monday","weekday"
0,2012-11-05,1805,"Monday","weekday"
63,2012-11-05,1810,"Monday","weekday"
0,2012-11-05,1815,"Monday","weekday"
41,2012-11-05,1820,"Monday","weekday"
20,2012-11-05,1825,"Monday","weekday"
84,2012-11-05,1830,"Monday","weekday"
69,2012-11-05,1835,"Monday","weekday"
31,2012-11-05,1840,"Monday","weekday"
69,2012-11-05,1845,"Monday","weekday"
55,2012-11-05,1850,"Monday","weekday"
0,2012-11-05,1855,"Monday","weekday"
39,2012-11-05,1900,"Monday","weekday"
0,2012-11-05,1905,"Monday","weekday"
0,2012-11-05,1910,"Monday","weekday"
46,2012-11-05,1915,"Monday","weekday"
0,2012-11-05,1920,"Monday","weekday"
9,2012-11-05,1925,"Monday","weekday"
0,2012-11-05,1930,"Monday","weekday"
146,2012-11-05,1935,"Monday","weekday"
0,2012-11-05,1940,"Monday","weekday"
0,2012-11-05,1945,"Monday","weekday"
0,2012-11-05,1950,"Monday","weekday"
0,2012-11-05,1955,"Monday","weekday"
0,2012-11-05,2000,"Monday","weekday"
0,2012-11-05,2005,"Monday","weekday"
0,2012-11-05,2010,"Monday","weekday"
0,2012-11-05,2015,"Monday","weekday"
0,2012-11-05,2020,"Monday","weekday"
0,2012-11-05,2025,"Monday","weekday"
0,2012-11-05,2030,"Monday","weekday"
0,2012-11-05,2035,"Monday","weekday"
0,2012-11-05,2040,"Monday","weekday"
0,2012-11-05,2045,"Monday","weekday"
33,2012-11-05,2050,"Monday","weekday"
66,2012-11-05,2055,"Monday","weekday"
0,2012-11-05,2100,"Monday","weekday"
0,2012-11-05,2105,"Monday","weekday"
66,2012-11-05,2110,"Monday","weekday"
55,2012-11-05,2115,"Monday","weekday"
70,2012-11-05,2120,"Monday","weekday"
102,2012-11-05,2125,"Monday","weekday"
79,2012-11-05,2130,"Monday","weekday"
0,2012-11-05,2135,"Monday","weekday"
0,2012-11-05,2140,"Monday","weekday"
0,2012-11-05,2145,"Monday","weekday"
0,2012-11-05,2150,"Monday","weekday"
0,2012-11-05,2155,"Monday","weekday"
0,2012-11-05,2200,"Monday","weekday"
0,2012-11-05,2205,"Monday","weekday"
0,2012-11-05,2210,"Monday","weekday"
0,2012-11-05,2215,"Monday","weekday"
0,2012-11-05,2220,"Monday","weekday"
0,2012-11-05,2225,"Monday","weekday"
0,2012-11-05,2230,"Monday","weekday"
0,2012-11-05,2235,"Monday","weekday"
0,2012-11-05,2240,"Monday","weekday"
0,2012-11-05,2245,"Monday","weekday"
0,2012-11-05,2250,"Monday","weekday"
0,2012-11-05,2255,"Monday","weekday"
0,2012-11-05,2300,"Monday","weekday"
0,2012-11-05,2305,"Monday","weekday"
0,2012-11-05,2310,"Monday","weekday"
0,2012-11-05,2315,"Monday","weekday"
0,2012-11-05,2320,"Monday","weekday"
0,2012-11-05,2325,"Monday","weekday"
0,2012-11-05,2330,"Monday","weekday"
0,2012-11-05,2335,"Monday","weekday"
0,2012-11-05,2340,"Monday","weekday"
0,2012-11-05,2345,"Monday","weekday"
0,2012-11-05,2350,"Monday","weekday"
0,2012-11-05,2355,"Monday","weekday"
0,2012-11-06,0,"Tuesday","weekday"
